归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数,次留,三留,七留,月留
TD,2110321,211,yc,2022-07-23,21,15,17,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,3,1,-
ORIG,2110000,2110000,yc,2022-07-23,3,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,2,1,-
TD,2103209,210,yc,2022-07-23,2,2,6,105,121,224,328,-,-,-,-,338,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2103207,210,yc,2022-07-23,8,7,9,114,114,115,115,-,-,-,-,115,2,2,3,3,-,-,-,-,3,2,3,0,-
TD,2103206,210,yc,2022-07-23,8,8,17,18,118,421,926,-,-,-,-,962,2,3,5,5,-,-,-,-,5,6,3,5,-
TD,2103197,210,yc,2022-07-23,14,8,10,134,656,656,656,-,-,-,-,656,2,2,2,2,-,-,-,-,2,3,3,3,-
TD,2103193,210,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2103193,210,yc,2022-07-23,2,2,2,80,146,146,188,-,-,-,-,188,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2103170,210,yc,2022-07-23,21,36,82,172,680,1002,4244,-,-,-,-,5104,3,3,5,5,-,-,-,-,5,10,9,12,-
TD,2103169,210,yc,2022-07-23,20,18,27,31,421,421,979,-,-,-,-,1100,4,4,4,5,-,-,-,-,6,3,2,3,-
TD,2103167,210,icn,2022-07-23,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,2103139,210,yc,2022-07-23,7,4,7,30,30,66,66,-,-,-,-,66,1,1,1,1,-,-,-,-,1,2,2,1,-
TD,2103094,210,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2103046,210,yc,2022-07-23,22,19,29,71,385,669,893,-,-,-,-,974,4,6,7,8,-,-,-,-,8,8,2,2,-
TD,2103024,210,yc,2022-07-23,40,32,39,2594,4043,4160,4362,-,-,-,-,4362,11,13,14,15,-,-,-,-,15,11,7,3,-
TD,2102688,210,yc,2022-07-23,8,4,7,166,264,722,1724,-,-,-,-,1724,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2102687,210,yc,2022-07-23,2,1,1,0,1,1,1,-,-,-,-,1,0,1,1,1,-,-,-,-,1,1,0,0,-
TD,2102685,210,yc,2022-07-23,10,7,9,12,14,14,14,-,-,-,-,14,2,3,3,3,-,-,-,-,3,2,2,0,-
TD,2102684,210,yc,2022-07-23,5,4,4,6,36,104,322,-,-,-,-,322,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2102680,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102679,210,yc,2022-07-23,3,2,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2102678,210,yc,2022-07-23,5,4,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102676,210,yc,2022-07-23,1,1,9,2,2,4,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2102098,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102097,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102092,210,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2102090,210,yc,2022-07-23,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102088,210,yc,2022-07-23,4,4,5,6,6,6,6,-,-,-,-,12,1,1,1,1,-,-,-,-,1,0,1,0,-
TD,2102087,210,yc,2022-07-23,3,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2102079,210,yc,2022-07-23,1,1,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,2102078,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2102072,210,yc,2022-07-23,5,3,3,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,2102000,210,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101996,210,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101993,210,yc,2022-07-23,3,2,3,6,1074,1178,1208,-,-,-,-,1208,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2101991,210,yc,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101986,210,yc,2022-07-23,4,2,2,12,12,12,12,-,-,-,-,12,2,2,2,2,-,-,-,-,2,0,0,0,-
TD,2101985,210,yc,2022-07-23,3,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101930,210,yc,2022-07-23,5,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,2101929,210,yc,2022-07-23,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101745,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101744,210,yc,2022-07-23,3,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101741,210,yc,2022-07-23,6,5,5,1,1,2,2,-,-,-,-,2,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,2101675,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2101674,210,yc,2022-07-23,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,2101673,210,yc,2022-07-23,1,2,6,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,2,2,0,-
TD,2101671,210,yc,2022-07-23,50,38,45,245,636,1190,1260,-,-,-,-,1260,9,10,11,11,-,-,-,-,11,12,6,5,-
TD,2101061,210,yc,2022-07-23,2,2,4,0,0,210,210,-,-,-,-,210,0,0,1,1,-,-,-,-,1,1,0,1,-
ORIG,2101019,2101019,yc,2022-07-23,20,6,6,0,1938,4808,8648,-,-,-,-,10210,0,2,2,2,-,-,-,-,2,2,3,1,-
ORIG,2101017,2101017,yc,2022-07-23,31,25,31,123,129,129,129,-,-,-,-,136,6,7,7,7,-,-,-,-,8,6,4,1,-
TD,12320001,1232,icn,2022-07-23,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,11020001,1102,icn,2022-07-23,2,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,2,2,1,-
ORIG,0,0,icn,2022-07-23,142,89,100,249,1744,1774,1983,-,-,-,-,2581,8,13,13,14,-,-,-,-,14,25,23,9,-
ORIG,0,0,yc,2022-07-23,2,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,9106008,910,icn,2022-07-24,2,1,1,158,436,630,636,-,-,-,-,636,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,9103008,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9103007,910,icn,2022-07-24,2,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,0,0,-
TD,9103006,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9103004,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9103003,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9103002,910,icn,2022-07-24,1,1,1,30,30,30,30,-,-,-,-,30,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,9103001,910,icn,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9102006,910,icn,2022-07-24,1,1,1,836,836,836,836,-,-,-,-,836,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,9102005,910,icn,2022-07-24,2,2,5,0,6,6,6,-,-,-,-,6,0,1,1,1,-,-,-,-,1,1,1,1,-
TD,9102003,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9102001,910,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9100001,910,icn,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,9010004,901,icn,2022-07-24,4,4,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,9010003,901,icn,2022-07-24,3,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,9010001,901,icn,2022-07-24,46,47,57,942,1659,1689,2173,-,-,-,-,2183,11,14,14,14,-,-,-,-,14,26,15,10,-
TD,8740049,874,icn,2022-07-24,3,3,3,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,8740048,874,icn,2022-07-24,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8740042,874,icn,2022-07-24,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8740038,874,icn,2022-07-24,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,8740036,874,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8740035,874,icn,2022-07-24,1,1,1,30,30,30,30,-,-,-,-,30,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,8740033,874,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8721057,872,icn,2022-07-24,21,20,31,14,44,44,44,-,-,-,-,44,4,4,4,4,-,-,-,-,4,3,0,1,-
TD,8721056,872,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8721055,872,icn,2022-07-24,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,8710809,871,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8710807,871,icn,2022-07-24,11,11,11,6,6,6,224,-,-,-,-,284,1,1,1,2,-,-,-,-,2,2,4,0,-
TD,8710804,871,icn,2022-07-24,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8710803,871,icn,2022-07-24,3,3,4,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,8710109,871,icn,2022-07-24,1,1,3,73,145,229,370,-,-,-,-,370,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,8710103,871,icn,2022-07-24,2,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,8610029,861,icn,2022-07-24,4,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,8610025,861,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8610023,861,icn,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,8610016,861,icn,2022-07-24,1,1,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,8010014,801,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,8010010,801,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8010004,801,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,8010002,801,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,8010001,801,icn,2022-07-24,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,7213006,721,icn,2022-07-24,4,4,6,12,12,48,48,-,-,-,-,146,2,2,2,2,-,-,-,-,2,1,1,0,-
TD,7213003,721,icn,2022-07-24,8,8,13,36,36,42,84,-,-,-,-,84,1,1,1,1,-,-,-,-,1,3,2,1,-
TD,7210020,721,icn,2022-07-24,7,7,8,0,200,200,200,-,-,-,-,200,0,1,1,1,-,-,-,-,1,3,2,0,-
TD,7210019,721,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,7210017,721,icn,2022-07-24,4,4,3,12,12,12,12,-,-,-,-,12,2,2,2,2,-,-,-,-,2,0,1,0,-
TD,7210016,721,icn,2022-07-24,2,2,3,0,0,36,36,-,-,-,-,36,0,0,1,1,-,-,-,-,1,0,0,0,-
TD,7210013,721,icn,2022-07-24,3,2,3,6,6,36,37,-,-,-,-,105,1,1,1,1,-,-,-,-,1,2,1,1,-
TD,7210004,721,icn,2022-07-24,3,2,2,12,12,12,12,-,-,-,-,12,2,2,2,2,-,-,-,-,2,1,1,0,-
TD,7210003,721,icn,2022-07-24,13,13,21,72,395,896,1191,-,-,-,-,1517,2,3,4,4,-,-,-,-,4,3,2,2,-
ORIG,6231,6231,yc,2022-07-24,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,6227002,622,yc,2022-07-24,7,4,6,98,598,604,1060,-,-,-,-,1504,1,1,1,1,-,-,-,-,1,2,1,2,-
TD,6227001,622,yc,2022-07-24,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,6226010,622,yc,2022-07-24,2,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,6226009,622,yc,2022-07-24,2,1,1,0,6,6,6,-,-,-,-,6,0,1,1,1,-,-,-,-,1,1,0,0,-
TD,6226003,622,yc,2022-07-24,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,6226001,622,yc,2022-07-24,2,2,2,18,18,24,24,-,-,-,-,24,2,2,2,2,-,-,-,-,2,0,0,0,-
ORIG,6226,6226,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6222,6222,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6204,6204,yc,2022-07-24,2,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
ORIG,6199,6199,yc,2022-07-24,2,2,4,6,12,36,36,-,-,-,-,36,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,6194,6194,yc,2022-07-24,3,4,5,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
ORIG,6186,6186,yc,2022-07-24,6,5,5,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,0,0,-
ORIG,6137,6137,yc,2022-07-24,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
ORIG,6115,6115,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6113,6113,yc,2022-07-24,10,8,9,0,0,194,212,-,-,-,-,320,0,0,1,1,-,-,-,-,1,0,0,1,-
ORIG,6090,6090,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6085,6085,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6082,6082,yc,2022-07-24,5,4,29,4,149,176,264,-,-,-,-,343,3,4,4,4,-,-,-,-,4,4,4,4,-
ORIG,6049,6049,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,6047,6047,yc,2022-07-24,15,12,16,18,18,18,18,-,-,-,-,18,3,3,3,3,-,-,-,-,3,4,2,2,-
ORIG,6045,6045,yc,2022-07-24,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,6044,6044,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6043,6043,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,6042,6042,yc,2022-07-24,38,28,35,99,203,243,252,-,-,-,-,258,6,7,8,8,-,-,-,-,8,7,5,3,-
ORIG,6041,6041,yc,2022-07-24,9,7,7,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,2,2,2,-
ORIG,6010,6010,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6009,6009,yc,2022-07-24,2,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6007,6007,yc,2022-07-24,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6006,6006,yc,2022-07-24,1,1,1,6,6,6,42,-,-,-,-,110,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,6005,6005,yc,2022-07-24,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,6004,6004,yc,2022-07-24,3,2,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,1,0,-
ORIG,6001,6001,yc,2022-07-24,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
ORIG,5999,5999,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5998,5998,yc,2022-07-24,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5990,5990,yc,2022-07-24,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5989,5989,yc,2022-07-24,1,1,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5988,5988,yc,2022-07-24,2,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5987,5987,yc,2022-07-24,4,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
ORIG,5986,5986,yc,2022-07-24,4,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,2,0,0,-
ORIG,5985,5985,yc,2022-07-24,5,3,3,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5983,5983,yc,2022-07-24,9,6,11,12,12,12,12,-,-,-,-,12,2,2,2,2,-,-,-,-,2,1,2,3,-
ORIG,5982,5982,yc,2022-07-24,3,2,2,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,1,1,0,-
ORIG,5981,5981,yc,2022-07-24,13,11,13,10,25,25,25,-,-,-,-,25,1,1,1,1,-,-,-,-,1,1,1,0,-
ORIG,5862,5862,yc,2022-07-24,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5856,5856,yc,2022-07-24,71,49,70,777,1047,1543,2854,-,-,-,-,3004,1,2,3,3,-,-,-,-,3,29,25,6,-
ORIG,5809,5809,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5807,5807,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5806,5806,yc,2022-07-24,4,3,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5796,5796,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5791,5791,yc,2022-07-24,1,1,2,0,128,1332,1332,-,-,-,-,2016,0,1,1,1,-,-,-,-,1,1,1,0,-
ORIG,5784,5784,yc,2022-07-24,19,41,50,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,22,4,0,-
ORIG,5771,5771,yc,2022-07-24,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5728,5728,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5694,5694,yc,2022-07-24,1,1,0,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,5671048,567,yc,2022-07-24,1,1,3,1,1,1,1,-,-,-,-,1,1,1,1,1,-,-,-,-,1,1,0,0,-
TD,5671046,567,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671040,567,yc,2022-07-24,2,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,5671039,567,yc,2022-07-24,1,1,7,6,6,6,762,-,-,-,-,912,1,1,1,1,-,-,-,-,1,1,1,1,-
TD,5671038,567,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671031,567,yc,2022-07-24,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,5671016,567,yc,2022-07-24,2,2,2,6,6,74,74,-,-,-,-,74,1,1,1,1,-,-,-,-,1,1,1,0,-
TD,5671013,567,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,1,0,-
TD,5671012,567,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,5671010,567,yc,2022-07-24,3,2,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
ORIG,5590,5590,yc,2022-07-24,3,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5569,5569,yc,2022-07-24,2,1,1,25624,38620,40928,55336,-,-,-,-,57666,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,5518,5518,yc,2022-07-24,15,12,15,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,5,2,0,-
ORIG,5512,5512,yc,2022-07-24,43,64,63,31,31,31,31,-,-,-,-,31,2,2,2,2,-,-,-,-,2,27,14,0,-
ORIG,5510,5510,yc,2022-07-24,9,3,4,12,12,15,15,-,-,-,-,15,2,2,2,2,-,-,-,-,2,3,2,1,-
ORIG,5505,5505,yc,2022-07-24,1,1,3,0,30,60,60,-,-,-,-,159,0,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,5501,5501,yc,2022-07-24,3,2,3,0,0,0,0,-,-,-,-,1,0,0,0,0,-,-,-,-,1,2,1,0,-
ORIG,5491,5491,yc,2022-07-24,1,1,1,1,1,1,1,-,-,-,-,1,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,5489,5489,yc,2022-07-24,36,21,31,19,41,147,190,-,-,-,-,190,4,4,5,5,-,-,-,-,5,13,6,5,-
ORIG,5488,5488,yc,2022-07-24,14,23,22,34,34,34,34,-,-,-,-,34,6,6,6,6,-,-,-,-,6,0,0,0,-
ORIG,5485,5485,yc,2022-07-24,126,309,96,20,20,20,22,-,-,-,-,22,6,6,6,8,-,-,-,-,8,22,4,0,-
ORIG,5075,5075,yc,2022-07-24,21,14,14,352,766,766,766,-,-,-,-,766,2,2,2,2,-,-,-,-,2,3,1,1,-
ORIG,4951,4951,yc,2022-07-24,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4947,4947,yc,2022-07-24,1,1,2,1,335,1505,1761,-,-,-,-,3163,1,1,1,1,-,-,-,-,1,1,1,1,-
ORIG,4940,4940,yc,2022-07-24,21,18,15,30,30,30,60,-,-,-,-,60,1,1,1,2,-,-,-,-,2,5,4,2,-
ORIG,4914,4914,yc,2022-07-24,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4913,4913,yc,2022-07-24,53,34,40,555,1034,1236,1575,-,-,-,-,1576,12,14,14,14,-,-,-,-,14,18,15,12,-
TD,2600001,260,icn,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2570012,257,icn,2022-07-24,2,2,2,0,0,200,388,-,-,-,-,662,0,0,1,1,-,-,-,-,1,2,1,1,-
TD,2160217,216,yc,2022-07-24,6,4,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160214,216,yc,2022-07-24,5,3,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,1,0,0,-
TD,2160213,216,yc,2022-07-24,13,5,9,42,42,42,42,-,-,-,-,42,3,3,3,3,-,-,-,-,3,0,0,0,-
TD,2160211,216,yc,2022-07-24,3,3,2,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160209,216,yc,2022-07-24,9,3,4,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
TD,2160207,216,yc,2022-07-24,2,2,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,1,0,-
TD,2160204,216,yc,2022-07-24,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160203,216,yc,2022-07-24,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160202,216,yc,2022-07-24,10,6,5,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
ORIG,2160000,2160000,yc,2022-07-24,7,4,6,72,166,300,368,-,-,-,-,530,1,1,1,1,-,-,-,-,1,2,2,1,-
TD,2130330,213,yc,2022-07-24,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
